"","eventID","eventType","game","gameName_short","V5","venueID","lowest_price","highest_price","average_price","listing_count","lowest_price_good_deals","announce_date","created_at","visible_until_utc","status","url"
"246","4327918","nfl","Tampa Bay Buccaneers at Dallas Cowboys","Buccaneers at Cowboys","AT&T Stadium","4965","30","4311","289.37","4148","30","2018-04-05T00:00:00","2018-04-05T23:08:46","2018-12-23T22:00:00","normal","https://seatgeek.com/buccaneers-at-cowboys-tickets/12-23-2018-arlington-texas-at-t-stadium/nfl/4327918"
"247","4347097","nfl","Los Angeles Rams at Arizona Cardinals","Rams at Cardinals","State Farm Stadium","43","39","1322","184.79","1735","39","2018-04-20T00:00:00","2018-04-20T00:47:50","2018-12-24T01:05:00","normal","https://seatgeek.com/rams-at-cardinals-tickets/12-23-2018-glendale-arizona-state-farm-stadium/nfl/4347097"
"248","4347106","nfl","Baltimore Ravens at Los Angeles Chargers","Ravens at Chargers","StubHub Center","52","122","1198","238.04","726","122","2018-04-20T00:00:00","2018-04-20T00:47:52","2018-12-24T01:05:00","normal","https://seatgeek.com/ravens-at-chargers-tickets/12-23-2018-carson-california-stubhub-center/nfl/4347106"
"249","4347116","nfl","Chicago Bears at San Francisco 49ers","Bears at 49ers","Levi's Stadium","58670","92","3694","278.19","2138","92","2018-04-20T00:00:00","2018-04-20T00:47:54","2018-12-24T01:05:00","normal","https://seatgeek.com/bears-at-49ers-tickets/12-23-2018-santa-clara-california-levi-s-stadium/nfl/4347116"
"250","4346967","nfl","Pittsburgh Steelers at New Orleans Saints","Steelers at Saints","Mercedes-Benz Superdome","128","142","2400","370.75","1442","142","2018-04-20T00:00:00","2018-04-20T00:47:24","2018-12-24T01:25:00","normal","https://seatgeek.com/steelers-at-saints-tickets/12-23-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346967"
"251","4347121","nfl","Kansas City Chiefs at Seattle Seahawks","Chiefs at Seahawks","CenturyLink Field","339","116","1444","369.39","1479","116","2018-04-20T00:00:00","2018-04-20T00:47:55","2018-12-24T05:20:00","normal","https://seatgeek.com/chiefs-at-seahawks-tickets/12-23-2018-seattle-washington-centurylink-field/nfl/4347121"
"252","4347150","nfl","Denver Broncos at Oakland Raiders","Broncos at Raiders","Oakland-Alameda County Coliseum","14","84","2273","247.53","1528","84","2018-04-20T00:00:00","2018-04-20T01:04:24","2018-12-25T05:15:00","normal","https://seatgeek.com/broncos-at-raiders-tickets/12-24-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347150"
"253","4346984","nfl","Indianapolis Colts at Tennessee Titans","Colts at Titans","Nissan Stadium","1126","36","8105","191.9","1546","36","2018-04-20T00:00:00","2018-04-20T00:47:28","2018-12-30T21:00:00","normal","https://seatgeek.com/colts-at-titans-tickets/12-30-2018-nashville-tennessee-nissan-stadium/nfl/4346984"
"254","4347065","nfl","Cleveland Browns at Baltimore Ravens","Browns at Ravens","M&T Bank Stadium","1121","32","24186","196.34","2120","32","2018-04-20T00:00:00","2018-04-20T00:47:44","2018-12-30T22:00:00","normal","https://seatgeek.com/browns-at-ravens-tickets/12-30-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347065"
"255","4346934","nfl","Philadelphia Eagles at Washington Redskins","Eagles at Redskins","FedEx Field","35","109","1198","263.19","1872","109","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-12-30T22:00:00","normal","https://seatgeek.com/eagles-at-redskins-tickets/12-30-2018-landover-maryland-fedex-field/nfl/4346934"
"256","4347090","nfl","New York Jets at New England Patriots","Jets at Patriots","Gillette Stadium","33","173","149254","654.5","1463","173","2018-04-20T00:00:00","2018-04-20T00:47:49","2018-12-30T22:00:00","normal","https://seatgeek.com/jets-at-patriots-tickets/12-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347090"
"257","4347134","nfl","Chicago Bears at Minnesota Vikings","Bears at Vikings","U.S. Bank Stadium","218451","99","11271","346.89","1511","99","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-12-30T22:00:00","normal","https://seatgeek.com/bears-at-vikings-tickets/12-30-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347134"
"258","4347012","nfl","Jacksonville Jaguars at Houston Texans","Jaguars at Texans","NRG Stadium","41","53","5377","216.59","1892","53","2018-04-20T00:00:00","2018-04-20T00:47:34","2018-12-30T22:00:00","normal","https://seatgeek.com/jaguars-at-texans-tickets/12-30-2018-houston-texas-nrg-stadium/nfl/4347012"
"259","4347056","nfl","Miami Dolphins at Buffalo Bills","Dolphins at Bills","New Era Field","1135","28","2459","119.12","2886","28","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-12-30T22:00:00","normal","https://seatgeek.com/dolphins-at-bills-tickets/12-30-2018-orchard-park-new-york-new-era-field/nfl/4347056"
"260","4347030","nfl","Dallas Cowboys at New York Giants","Cowboys at Giants","MetLife Stadium","1587","155","5678","461.93","2015","155","2018-04-20T00:00:00","2018-04-20T00:47:37","2018-12-30T22:00:00","normal","https://seatgeek.com/cowboys-at-giants-tickets/12-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347030"
"261","4347076","nfl","Cincinnati Bengals at Pittsburgh Steelers","Bengals at Steelers","Heinz Field","1119","76","123594","295.07","1929","76","2018-04-20T00:00:00","2018-04-20T00:47:46","2018-12-30T22:00:00","normal","https://seatgeek.com/bengals-at-steelers-tickets/12-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347076"
"262","4346966","nfl","Carolina Panthers at New Orleans Saints","Panthers at Saints","Mercedes-Benz Superdome","128","74","2400","253.5","1604","74","2018-04-20T00:00:00","2018-04-20T00:47:23","2018-12-30T22:00:00","normal","https://seatgeek.com/panthers-at-saints-tickets/12-30-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346966"
"263","4346913","nfl","Detroit Lions at Green Bay Packers","Lions at Packers","Lambeau Field","1125","144","24585","305.98","3385","144","2018-04-20T00:00:00","2018-04-20T00:47:13","2018-12-30T22:00:00","normal","https://seatgeek.com/lions-at-packers-tickets/12-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346913"
"264","4346977","nfl","Oakland Raiders at Kansas City Chiefs","Raiders at Chiefs","Arrowhead Stadium","1128","54","1030","202.91","1324","54","2018-04-20T00:00:00","2018-04-20T00:47:26","2018-12-30T22:00:00","normal","https://seatgeek.com/raiders-at-chiefs-tickets/12-30-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346977"
"265","4346925","nfl","Atlanta Falcons at Tampa Bay Buccaneers","Falcons at Buccaneers","Raymond James Stadium","39","59","1268","253.77","1236","59","2018-04-20T00:00:00","2018-04-20T00:47:15","2018-12-30T22:00:00","normal","https://seatgeek.com/falcons-at-buccaneers-tickets/12-30-2018-tampa-florida-raymond-james-stadium/nfl/4346925"
"266","4347147","nfl","Los Angeles Chargers at Denver Broncos","Chargers at Broncos","Sports Authority Field at Mile High","1131","87","5676","312.54","1209","87","2018-04-20T00:00:00","2018-04-20T01:04:06","2018-12-31T01:25:00","normal","https://seatgeek.com/chargers-at-broncos-tickets/12-30-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347147"
"267","4346938","nfl","San Francisco 49ers at Los Angeles Rams","49ers at Rams","Los Angeles Memorial Coliseum","51012","74","11944","238.84","2181","74","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-12-31T01:25:00","normal","https://seatgeek.com/49ers-at-rams-tickets/12-30-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346938"
"268","4347120","nfl","Arizona Cardinals at Seattle Seahawks","Cardinals at Seahawks","CenturyLink Field","339","108","1224","334.95","1439","108","2018-04-20T00:00:00","2018-04-20T00:47:54","2018-12-31T01:25:00","normal","https://seatgeek.com/cardinals-at-seahawks-tickets/12-30-2018-seattle-washington-centurylink-field/nfl/4347120"
"269","4418626","nfl","Pro Bowl","Pro Bowl","Camping World Stadium","3721","61","10750","373.45","248","61","2018-06-20T00:00:00","2018-06-20T16:00:22","2019-01-28T00:00:00","normal","https://seatgeek.com/pro-bowl-tickets/1-27-2019-orlando-florida-camping-world-stadium/nfl/4418626"
