short_title,url,id,time_tbd,date_tbd,datetime_tbd,title,score,type,datetime_local,datetime_utc,description,status,popularity,is_open,announce_date,created_at,visible_until_utc,general_admission,average_price,lowest_price,highest_price,listing_count,lowest_price_good_deals,median_price,visible_listing_count,created_at,method,employee_only,url,id,postal_code,has_upcoming_events,extended_address,timezone,score,name,name_v2,state,slug,address,popularity,country,num_upcoming_events,metro_code,city,display_location,lon,lat,created_at,method,employee_only
Bengals at Chiefs,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,4346982,FALSE,FALSE,FALSE,Cincinnati Bengals at Kansas City Chiefs,0.914,nfl,2018-10-21T12:00:00,2018-10-21T17:00:00,,normal,0.86,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:27,2018-10-21T21:00:00,NA,137.72176,45,604,956,45,129,1103,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/arrowhead-stadium/tickets,1128,64129,TRUE,"Kansas City, MO 64129",America/Chicago,0.8827867,Arrowhead Stadium,Arrowhead Stadium,MO,arrowhead-stadium,1 Arrowhead Drive,0,US,9,616,Kansas City,"Kansas City, MO",-94.4839,39.0489,2015-08-20T16:20:51Z,QRCODE_TM,FALSE
Saints at Ravens,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,4347071,FALSE,FALSE,FALSE,New Orleans Saints at Baltimore Ravens,0.89,nfl,2018-10-21T16:05:00,2018-10-21T20:05:00,,normal,0.841,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:45,2018-10-22T00:05:00,NA,153.6505,57,607,495,57,127,1001,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Cowboys at Redskins,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,4346941,FALSE,FALSE,FALSE,Dallas Cowboys at Washington Redskins,1.005,nfl,2018-10-21T16:25:00,2018-10-21T20:25:00,,normal,0.932,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:18,2018-10-22T00:25:00,NA,355.41055,186,1192,682,183,315,1093,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/fedex-field/tickets,35,20785,TRUE,"Landover, MD 20785",America/New_York,0.9333444,FedEx Field,FedEx Field,MD,fedex-field,1600 Fedex Way,0,US,7,511,Landover,"Landover, MD",-76.8658,38.9071,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Rams at 49ers,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,4347118,FALSE,FALSE,FALSE,Los Angeles Rams at San Francisco 49ers,0.941,nfl,2018-10-21T17:20:00,2018-10-22T00:20:00,,normal,0.879,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:54,2018-10-22T04:20:00,NA,252.57092,109,2989,839,109,213,1037,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/levi-s-stadium/tickets,58670,95054,TRUE,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,Levi's Stadium,Levi's Stadium,CA,levi-s-stadium,4900 Marie P DeBartolo Way,0,US,12,0,Santa Clara,"Santa Clara, CA",-121.969,37.4023,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Giants at Falcons,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,4347050,FALSE,FALSE,FALSE,New York Giants at Atlanta Falcons,0.965,nfl,2018-10-22T20:15:00,2018-10-23T00:15:00,,normal,0.897,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:42,2018-10-23T04:15:00,NA,316.519,128,1795,684,122,283,933,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,419590,30313,TRUE,"Atlanta, GA 30313",America/New_York,0.76958936,Mercedes-Benz Stadium,Mercedes-Benz Stadium,GA,mercedes-benz-stadium,441 M.L.K. Jr Dr NW,0,US,19,0,Atlanta,"Atlanta, GA",-84.4,33.76,2018-08-23T20:14:46Z,QRCODE,FALSE
Troy at South Alabama,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,4281985,FALSE,FALSE,FALSE,Troy Trojans at South Alabama Jaguars Football,0.331,ncaa_football,2018-10-23T19:00:00,2018-10-24T00:00:00,,normal,0.413,FALSE,2018-02-28T00:00:00,2018-02-28T15:00:17,2018-10-24T04:00:00,NA,45.310345,26,93,29,26,42,11,NA,NA,NA,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,3716,36604,TRUE,"Mobile, AL 36604",America/Chicago,0.50177634,Ladd Peebles Stadium,Ladd Peebles Stadium,AL,ladd-peebles-stadium,1621 Virginia St.,0,US,6,686,Mobile,"Mobile, AL",-88.0761,30.6748,NA,NA,NA
Dolphins at Texans,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,4347018,FALSE,FALSE,FALSE,Miami Dolphins at Houston Texans,0.905,nfl,2018-10-25T19:20:00,2018-10-26T00:20:00,,normal,0.841,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:36,2018-10-26T04:20:00,NA,166.84091,42,715,484,42,132,1032,2018-08-24T21:53:38Z,QRCODE,FALSE,https://seatgeek.com/venues/nrg-stadium/tickets,41,77054,TRUE,"Houston, TX 77054",America/Chicago,0.8624192,NRG Stadium,NRG Stadium,TX,nrg-stadium,1 Reliant Park,0,US,44,618,Houston,"Houston, TX",-95.4107,29.6847,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Seahawks at Lions,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,4347026,FALSE,FALSE,FALSE,Seattle Seahawks at Detroit Lions,0.942,nfl,2018-10-28T13:00:00,2018-10-28T17:00:00,,normal,0.88,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:37,2018-10-28T21:00:00,NA,166.17455,71,2406,550,41,139,817,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/ford-field/tickets,346,48226,TRUE,"Detroit, MI 48226",America/Detroit,0.9029952,Ford Field,Ford Field,MI,ford-field,2000 Brush St.,0,US,9,505,Detroit,"Detroit, MI",-83.0459,42.34,2015-11-04T17:31:52Z,NONE,FALSE
Buccaneers at Bengals,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,4347041,FALSE,FALSE,FALSE,Tampa Bay Buccaneers at Cincinnati Bengals,0.892,nfl,2018-10-28T13:00:00,2018-10-28T17:00:00,,normal,0.835,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:40,2018-10-28T21:00:00,NA,99.65323,40,403,620,40,90,908,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/paul-brown-stadium/tickets,1124,45202,TRUE,"Cincinnati, OH 45202",America/New_York,0.86166537,Paul Brown Stadium,Paul Brown Stadium,OH,paul-brown-stadium,1 Paul Brown Stadium,0,US,7,515,Cincinnati,"Cincinnati, OH",-84.5177,39.0961,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Ravens at Panthers,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,4347070,FALSE,FALSE,FALSE,Baltimore Ravens at Carolina Panthers,0.917,nfl,2018-10-28T13:00:00,2018-10-28T17:00:00,,normal,0.854,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:45,2018-10-28T21:00:00,NA,216.06444,85,648,388,85,167,827,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/bank-of-america-stadium/tickets,1122,28202,TRUE,"Charlotte, NC 28202",America/New_York,0.8968222,Bank of America Stadium,Bank of America Stadium,NC,bank-of-america-stadium,800 South Mint Street,0,US,9,517,Charlotte,"Charlotte, NC",-80.8524,35.2243,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Redskins at Giants,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,4346940,FALSE,FALSE,FALSE,Washington Redskins at New York Giants,0.953,nfl,2018-10-28T13:00:00,2018-10-28T17:00:00,,normal,0.879,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:17,2018-10-28T21:00:00,NA,309.87048,126,1497,332,125,247,983,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Broncos at Chiefs,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,4346981,FALSE,FALSE,FALSE,Denver Broncos at Kansas City Chiefs,0.94,nfl,2018-10-28T12:00:00,2018-10-28T17:00:00,,normal,0.872,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:27,2018-10-28T21:00:00,NA,191.23256,85,691,946,85,168,1116,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/arrowhead-stadium/tickets,1128,64129,TRUE,"Kansas City, MO 64129",America/Chicago,0.8827867,Arrowhead Stadium,Arrowhead Stadium,MO,arrowhead-stadium,1 Arrowhead Drive,0,US,9,616,Kansas City,"Kansas City, MO",-94.4839,39.0489,2015-08-20T16:20:51Z,QRCODE_TM,FALSE
Browns at Steelers,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,4347078,FALSE,FALSE,FALSE,Cleveland Browns at Pittsburgh Steelers,0.926,nfl,2018-10-28T13:00:00,2018-10-28T17:00:00,,normal,0.863,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:46,2018-10-28T21:00:00,NA,287.8982,122,1140,334,121,240,796,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/heinz-field/tickets,1119,15212,TRUE,"Pittsburgh, PA 15212",America/New_York,0.9033526,Heinz Field,Heinz Field,PA,heinz-field,100 Art Rooney Avenue,0,US,10,508,Pittsburgh,"Pittsburgh, PA",-80.0158,40.4468,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Jets at Bears,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,4347007,FALSE,FALSE,FALSE,New York Jets at Chicago Bears,0.926,nfl,2018-10-28T12:00:00,2018-10-28T17:00:00,,normal,0.861,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:33,2018-10-28T21:00:00,NA,311.25757,133,1197,132,148,277,829,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/soldier-field/tickets,31,60605,TRUE,"Chicago, IL 60605",America/Chicago,0.940013,Soldier Field,Soldier Field,IL,soldier-field,1410 S. Museum Campus Drive,0,US,10,602,Chicago,"Chicago, IL",-87.6159,41.8623,2018-06-02T00:44:08Z,NONE,FALSE
Colts at Raiders,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,4347153,FALSE,FALSE,FALSE,Indianapolis Colts at Oakland Raiders,0.899,nfl,2018-10-28T13:05:00,2018-10-28T20:05:00,,normal,0.84,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:25,2018-10-29T00:05:00,NA,185.27422,78,707,547,78,176,858,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,14,94621,TRUE,"Oakland, CA 94621",America/Los_Angeles,0.7817843,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,CA,oakland-alameda-county-coliseum,7000 Coliseum Way,0,US,24,807,Oakland,"Oakland, CA",-122.201,37.7469,2015-06-24T00:00:00Z,PDF417,FALSE
Packers at Rams,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,4346921,FALSE,FALSE,FALSE,Green Bay Packers at Los Angeles Rams,0.981,nfl,2018-10-28T13:25:00,2018-10-28T20:25:00,,normal,0.903,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:14,2018-10-29T00:25:00,NA,607.5182,271,11274,467,263,549,1139,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,51012,90037,TRUE,"Los Angeles, CA 90037",America/Los_Angeles,0.86898464,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,CA,los-angeles-memorial-coliseum-1,3911 S Figueroa St,0,US,11,0,Los Angeles,"Los Angeles, CA",-118.288,34.0138,2018-08-23T17:59:28Z,QRCODE,FALSE
49ers at Cardinals,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,4347101,FALSE,FALSE,FALSE,San Francisco 49ers at Arizona Cardinals,0.941,nfl,2018-10-28T13:25:00,2018-10-28T20:25:00,,normal,0.877,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:51,2018-10-29T00:25:00,NA,137.24084,42,728,764,42,109,1150,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/state-farm-stadium/tickets,43,85305,TRUE,"Glendale, AZ 85305",America/Phoenix,0.93402725,State Farm Stadium,State Farm Stadium,AZ,state-farm-stadium,1 Cardinals Drive,0,US,10,753,Glendale,"Glendale, AZ",-112.262,33.5294,2015-12-21T17:26:05Z,NONE,FALSE
Saints at Vikings,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,4347136,FALSE,FALSE,FALSE,New Orleans Saints at Minnesota Vikings,0.936,nfl,2018-10-28T19:20:00,2018-10-29T00:20:00,,normal,0.873,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:04,2018-10-29T04:20:00,NA,323.01984,136,2388,454,130,259,867,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/u-s-bank-stadium/tickets,218451,55415,TRUE,"Minneapolis, MN 55415",America/Chicago,0.88524246,U.S. Bank Stadium,U.S. Bank Stadium,MN,u-s-bank-stadium,401 Chicago Avenue,0,US,13,0,Minneapolis,"Minneapolis, MN",-93.26,44.97,2018-08-22T15:34:15Z,NONE,FALSE
Patriots at Bills,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,4347062,FALSE,FALSE,FALSE,New England Patriots at Buffalo Bills,0.944,nfl,2018-10-29T20:15:00,2018-10-30T00:15:00,,normal,0.872,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:44,2018-10-30T04:15:00,NA,189.91304,95,1074,989,95,169,1164,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/new-era-field/tickets,1135,14127,TRUE,"Orchard Park, NY 14127",America/New_York,0.8815085,New Era Field,New Era Field,NY,new-era-field,1 Bills Drive,0,US,7,514,Orchard Park,"Orchard Park, NY",-78.7874,42.7737,2015-08-12T16:52:53Z,QRCODE_TM,FALSE
Raiders at 49ers,https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131,4347131,FALSE,FALSE,FALSE,Oakland Raiders at San Francisco 49ers,0.99,nfl,2018-11-01T17:20:00,2018-11-02T00:20:00,,normal,0.905,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:57,2018-11-02T04:20:00,NA,549.3384,278,3068,730,273,504,861,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/levi-s-stadium/tickets,58670,95054,TRUE,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,Levi's Stadium,Levi's Stadium,CA,levi-s-stadium,4900 Marie P DeBartolo Way,0,US,12,0,Santa Clara,"Santa Clara, CA",-121.969,37.4023,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
South Alabama at Arkansas State,https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935,4281935,FALSE,FALSE,FALSE,South Alabama Jaguars at Arkansas State Red Wolves Football,0.525,ncaa_football,2018-11-03T14:00:00,2018-11-03T19:00:00,,normal,0.547,FALSE,2018-02-28T00:00:00,2018-02-28T15:00:09,2018-11-03T23:00:00,NA,51.018017,23,185,111,NA,45,91,NA,NA,NA,https://seatgeek.com/venues/centennial-bank-stadium-1/tickets,8896,72401,TRUE,"Jonesboro, AR 72401",America/Chicago,0.47753516,Centennial Bank Stadium,Centennial Bank Stadium,AR,centennial-bank-stadium-1,2180 Aggie Rd,0,US,4,0,Jonesboro,"Jonesboro, AR",-90.6797,35.8429,NA,NA,NA
Jets at Dolphins,https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083,4347083,FALSE,FALSE,FALSE,New York Jets at Miami Dolphins,0.923,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.852,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:47,2018-11-04T22:00:00,NA,175.5509,67,905,167,57,158,938,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/hard-rock-stadium/tickets,29,33056,TRUE,"Miami Gardens, FL 33056",America/New_York,0.8378203,Hard Rock Stadium,Hard Rock Stadium,FL,hard-rock-stadium,347 Don Shula Dr.,0,US,38,528,Miami Gardens,"Miami Gardens, FL",-80.24,25.96,2017-10-03T18:58:44Z,NONE,FALSE
Lions at Vikings,https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140,4347140,FALSE,FALSE,FALSE,Detroit Lions at Minnesota Vikings,0.923,nfl,2018-11-04T12:00:00,2018-11-04T18:00:00,,normal,0.86,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:05,2018-11-04T22:00:00,NA,259.30502,109,1552,518,108,218,890,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/u-s-bank-stadium/tickets,218451,55415,TRUE,"Minneapolis, MN 55415",America/Chicago,0.88524246,U.S. Bank Stadium,U.S. Bank Stadium,MN,u-s-bank-stadium,401 Chicago Avenue,0,US,13,0,Minneapolis,"Minneapolis, MN",-93.26,44.97,2018-08-22T15:34:15Z,NONE,FALSE
Chiefs at Browns,https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997,4346997,FALSE,FALSE,FALSE,Kansas City Chiefs at Cleveland Browns,0.888,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.832,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:31,2018-11-04T22:00:00,NA,100.68077,34,1173,1087,30,83,1532,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,1123,44114,TRUE,"Cleveland, OH 44114",America/New_York,0.86852187,FirstEnergy Stadium,FirstEnergy Stadium,OH,firstenergy-stadium-15,100 Alfred Lerner Way,0,US,7,510,Cleveland,"Cleveland, OH",-81.7,41.5065,2015-11-11T20:55:31Z,NONE,FALSE
Steelers at Ravens,https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069,4347069,FALSE,FALSE,FALSE,Pittsburgh Steelers at Baltimore Ravens,0.918,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.85,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:45,2018-11-04T22:00:00,NA,250.00357,126,964,560,123,198,1030,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Falcons at Redskins,https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937,4346937,FALSE,FALSE,FALSE,Atlanta Falcons at Washington Redskins,0.947,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.876,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:17,2018-11-04T22:00:00,NA,178.38649,79,920,533,79,158,1001,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/fedex-field/tickets,35,20785,TRUE,"Landover, MD 20785",America/New_York,0.9333444,FedEx Field,FedEx Field,MD,fedex-field,1600 Fedex Way,0,US,7,511,Landover,"Landover, MD",-76.8658,38.9071,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Bears at Bills,https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061,4347061,FALSE,FALSE,FALSE,Chicago Bears at Buffalo Bills,0.911,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.847,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:43,2018-11-04T22:00:00,NA,131.25107,51,584,701,51,106,1196,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/new-era-field/tickets,1135,14127,TRUE,"Orchard Park, NY 14127",America/New_York,0.8815085,New Era Field,New Era Field,NY,new-era-field,1 Bills Drive,0,US,7,514,Orchard Park,"Orchard Park, NY",-78.7874,42.7737,2015-08-12T16:52:53Z,QRCODE_TM,FALSE
Buccaneers at Panthers,https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033,4347033,FALSE,FALSE,FALSE,Tampa Bay Buccaneers at Carolina Panthers,0.902,nfl,2018-11-04T13:00:00,2018-11-04T18:00:00,,normal,0.838,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:38,2018-11-04T22:00:00,NA,188.12349,71,956,413,66,159,907,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/bank-of-america-stadium/tickets,1122,28202,TRUE,"Charlotte, NC 28202",America/New_York,0.8968222,Bank of America Stadium,Bank of America Stadium,NC,bank-of-america-stadium,800 South Mint Street,0,US,9,517,Charlotte,"Charlotte, NC",-80.8524,35.2243,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Chargers at Seahawks,https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127,4347127,FALSE,FALSE,FALSE,Los Angeles Chargers at Seattle Seahawks,0.927,nfl,2018-11-04T13:05:00,2018-11-04T21:05:00,,normal,0.857,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:56,2018-11-05T01:05:00,NA,361.38,143,1351,250,143,328,674,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/centurylink-field/tickets,339,98134,TRUE,"Seattle, WA 98134",America/Los_Angeles,0.87232786,CenturyLink Field,CenturyLink Field,WA,centurylink-field,800 Occidental Ave S,0,US,18,819,Seattle,"Seattle, WA",-122.33,47.6,2018-03-02T22:54:54Z,QRCODE,FALSE
Texans at Broncos,https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141,4347141,FALSE,FALSE,FALSE,Houston Texans at Denver Broncos,0.894,nfl,2018-11-04T14:05:00,2018-11-04T21:05:00,,normal,0.837,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:05,2018-11-05T01:05:00,NA,344.6574,139,1270,108,130,281,859,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1131,80204,TRUE,"Denver, CO 80204",America/Denver,0.9028296,Sports Authority Field at Mile High,Sports Authority Field at Mile High,CO,sports-authority-field-at-mile-high,1701 Bryant Street,0,US,6,751,Denver,"Denver, CO",-105.02,39.74,2015-08-07T18:39:02Z,QRCODE_TM,FALSE
Rams at Saints,https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970,4346970,FALSE,FALSE,FALSE,Los Angeles Rams at New Orleans Saints,0.89,nfl,2018-11-04T15:25:00,2018-11-04T21:25:00,,normal,0.831,TRUE,2018-04-20T00:00:00,2018-04-20T00:47:25,2018-11-05T01:25:00,NA,247.89645,72,5941,1352,72,215,1208,2018-05-29T20:39:08Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,128,70112,TRUE,"New Orleans, LA 70112",America/Chicago,0.8966978,Mercedes-Benz Superdome,Mercedes-Benz Superdome,LA,mercedes-benz-superdome,1500 Sugar Bowl Drive,0,US,17,622,New Orleans,"New Orleans, LA",-90.0786,29.9515,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Alex G,https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650,4494650,FALSE,FALSE,FALSE,Alex G,0.547,concert,2018-11-04T19:00:00,2018-11-05T01:00:00,,normal,0.576,FALSE,2018-08-23T00:00:00,2018-08-23T19:51:10,2018-11-05T05:00:00,TRUE,73.333336,57,104,3,NA,59,1,NA,NA,NA,https://seatgeek.com/venues/thalia-hall/tickets,60271,60608,TRUE,"Chicago, IL 60608",America/Chicago,0.51888376,Thalia Hall,Thalia Hall,IL,thalia-hall,1807 S Allport St,0,US,57,0,Chicago,"Chicago, IL",-87.6575,41.8577,NA,NA,NA
Packers at Patriots,https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089,4347089,FALSE,FALSE,FALSE,Green Bay Packers at New England Patriots,1.019,nfl,2018-11-04T20:20:00,2018-11-05T01:20:00,,normal,0.931,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:49,2018-11-05T05:20:00,NA,869.90045,452,1987,231,384,771,621,2018-08-24T21:53:39Z,QRCODE,FALSE,https://seatgeek.com/venues/gillette-stadium/tickets,33,02035,TRUE,"Foxborough, MA 02035",America/New_York,0.8983344,Gillette Stadium,Gillette Stadium,MA,gillette-stadium,1 Patriot Place,0,US,15,506,Foxborough,"Foxborough, MA",-71.2674,42.0906,2018-08-22T15:36:58Z,NONE,FALSE
Titans at Cowboys,https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922,4327922,FALSE,FALSE,FALSE,Tennessee Titans at Dallas Cowboys,0.981,nfl,2018-11-05T19:15:00,2018-11-06T01:15:00,,normal,0.897,TRUE,2018-04-05T00:00:00,2018-04-05T23:08:47,2018-11-06T05:15:00,NA,278.30566,23,6034,3890,23,216,2718,2018-04-17T22:02:33Z,QRCODE,FALSE,https://seatgeek.com/venues/at-t-stadium/tickets,4965,76011,TRUE,"Arlington, TX 76011",America/Chicago,0.9751414,AT&T Stadium,AT&T Stadium,TX,at-t-stadium,1 AT&T Way,0,US,21,623,Arlington,"Arlington, TX",-97.0957,32.7459,2018-04-17T22:02:33Z,QRCODE,FALSE
